91027	-72679	33753	-28026	-64474
92717	-64505	90189	-67039	14611
32501	-28958	71022	-69933	-89326
-41392	-19795	-50274	-46574	44479
-56222	48718	-91801	-20960	-26066
71000	-60309	44990	37770	25740
-92589	-75537	46523	66866	-33029
-39728	86781	81778	-80522	-16205
58124	20023	73344	98984	18882
-38097	-55666	97297	-65580	-67288
13657	29609	-15677	-33264	40275
84298	-39405	-45233	56559	-10975
37741	-97540	61618	89419	84049
-38704	97035	1530	9763	-94621
-24090	33983	-87302	-92254	6233
41417	14717	-12705	-25157	44169
-1577	-7567	-87485	-19690	-1303
-62737	-77801	66301	-76457	-56757
-10259	98930	-1633	-28828	53456
62789	-40906	-44459	-34678	-47504
51297	56085	75532	24913	-27337
97673	56014	98929	-25746	-36769
-42237	75243	11029	31704	-79220
82971	-18615	75319	32267	96152
-9681	92280	-49034	-3298	-53657
-22006	-59028	17315	25658	-23682
-89567	3228	-87617	76747	52134
18035	43353	-6288	-89226	19656
-25332	-49493	8909	59607	-69914
-1165	49420	87604	-75205	68944
25437	22425	11381	43392	-39685
61647	70503	-74337	34250	-42001
4624	-59453	28751	-775	24910
63746	49581	-47856	-31726	-88841
75157	-35036	77780	-17258	-24467
-43799	-66839	-48161	62790	80240
2358	2486	28478	88625	-99677
6097	-17874	40845	85210	47207
46618	48927	32573	-91886	-15361
-40936	-26775	28950	-83265	-14907
60993	-73514	-26934	-83899	-52240
29993	18888	-53585	25298	9328
-5029	99163	-25043	67412	98137
-66429	-76398	83290	94087	-50943
-52215	-67939	23649	-92377	-63542
-59145	-94386	88678	38460	1289
-556	88639	-14970	-76966	-64857
96549	48509	-176	-95994	28851
16979	54274	19810	21100	64383
-45969	75610	-64987	-87578	-96655
-79829	-48188	-23067	-68984	-26077
-16023	-3064	-24446	-33424	70582
-76421	84852	77569	72452	-80803
-26413	-25315	19876	46064	27486
-79393	61239	50963	67411	51822
-28496	95574	-34540	-35321	-38387
-38525	61108	78572	95549	57932
69762	-91023	-83597	-6194	-81378
-61046	2872	-94017	-96575	-76141
-23744	93344	87582	-3942	-97547
53575	57478	1086	55446	93601
33973	-48499	61894	25770	45995
-56843	20705	26128	-50886	-46570
2878	-96417	88898	72222	20074
-11834	86737	78528	-82872	-39885
-83038	-39339	-41361	-32402	58281
-24630	35549	72682	47931	-75153
-3070	91866	53703	32226	44623
-30236	84137	3462	-4475	-56764
9476	-44342	81010	-82465	-12055
78035	61987	-91316	710	-80774
-41273	-83	-90740	-99685	-75945
59217	91841	49569	96737	-67995
-94589	-85581	-4120	-95127	42028
-11256	59212	-72444	-46580	49334
-55394	-24284	-17161	59138	50272
-82370	-44943	-40360	-96841	81049
-7160	77215	-14089	-73773	-25502
-83154	-17090	-98316	-90143	-10229
92729	83468	88363	-57202	-83075
1279	37663	1776	-59348	35039
-62351	89150	-7322	-67938	-19028
-76160	-62473	77818	15440	41929
-95889	-71469	-98278	69859	20411
86185	55412	64657	-60266	88290
-15178	-95098	-64539	6018	47626
-29611	-41501	-22560	-21113	37318
-46137	-6772	-8465	82800	-14265
-42940	-18404	11688	43566	69596
-56790	-19328	-17225	25852	98681
-46616	62379	-5327	-68900	-73559
13596	-29419	29467	-36198	25279
94305	-88692	70908	-20755	-84949
-87875	-67167	72841	-97380	-92883
-91814	5763	97352	-86093	25765
49568	75101	37186	-77331	-40691
-90329	-39380	5097	-4095	-33126
79430	-81346	46764	6293	-11260
62835	87682	-19924	-23930	-47691
30582	36657	-76678	-40904	-39095
-93076	30425	-16584	-9836	85670
57624	-46000	56631	69568	-13415
-23050	-2564	-22154	78862	-80247
-24910	68962	8213	22937	-2763
40188	45190	-87644	-8059	77151
-3879	-27937	65645	-14202	47263
-270	22076	-40275	99941	51096
30412	351	-7979	40493	19522
68728	-90217	-10513	-24315	-25600
56853	-46768	-96326	3941	-19834
-41162	84920	46030	61335	-27630
-60337	-87363	9812	93940	82023
-28812	-42897	91491	30392	53869
30738	1450	-46806	-70855	58624
98926	-4053	12050	49136	-13794
39887	26640	39572	63298	98571
57320	87935	-94182	-53008	-51073
14288	-86233	-89563	85625	-90559
52218	-79894	-24734	-97642	-32131
-18612	80347	93253	-11826	93850
73323	-33274	-78109	73012	-31366
2478	48303	-61121	-73687	27153
80872	20855	-6827	-46469	81864
-33915	2720	-85261	68693	34614
25203	2853	-75248	-32890	16037
-29419	17652	98406	-749	26253
-42482	73180	4110	39056	-26487
-58715	414	35849	-21786	-39377
91428	6673	80440	-28262	55334
-56138	-75072	-16953	-62635	90519
-85884	38843	53264	-14466	54651
87428	97	-28576	75486	-86044
-50295	64124	19161	-65083	20234
84464	-44670	72778	67400	28128
-85229	2676	-82284	90622	-62843
-48734	31551	-93917	-59047	-98359
-68342	-71694	64079	21769	-99001
93763	60564	88608	-45032	-78010
98492	-86858	64610	73975	-35359
-44119	14554	32977	7769	73725
49591	-78177	82404	57818	75951
-15339	60515	-34718	-86838	-94399
21255	35938	22988	82217	-69091
96367	6038	53669	94870	62843
-990	79200	3730	69928	29970
58564	-3215	-76838	16622	54576
68697	-50708	903	43485	-70295
-63474	-2215	7042	3299	20893
7410	-67669	-51798	-4158	87470
30818	73062	86110	-78518	-7324
-82000	77304	-85129	-12966	56915
84226	70360	57837	-22560	-27966
-17155	-59337	-30300	72558	6445
-11254	-24831	-85858	-80985	24664
46194	-37886	-69450	-48072	16283
96795	52604	-59266	-19000	-77537
-8049	97569	-19045	20728	-53650
-44180	4606	-37133	53700	81338
5527	-74142	63199	-97727	-98132
-84466	24766	-1335	39225	-45896
-45919	-20475	-65258	8776	26574
17139	11367	39572	28846	10738
-44949	79081	-75138	-80725	17703
-55830	7587	26372	6782	-55090
27773	5649	17233	85845	-60908
-53798	-43328	-66770	-6185	27429
-88049	-55380	22075	61240	80679
48842	79429	21587	42482	-66699
61594	-41416	29862	-90472	94504
-70613	-92935	49320	54593	-53925
61220	-95935	71865	49188	-93559
-70040	-85259	-78718	7643	-92284
22363	-58073	57854	67261	-86328
38954	-14565	-54481	-13887	97105
93862	-50705	2373	-29359	27642
-88313	4432	-67731	83456	-3013
-3161	64005	-87400	78826	95529
-58697	-14116	89082	-24828	93559
-15713	-87014	65141	-1118	79354
51639	17325	-56833	58925	-25820
-99812	-28341	-79583	-50820	10959
-44616	26400	-38693	-352	-57945
-89670	67218	-28446	96801	-70593
76	-32245	-76556	-17057	-22020
13738	83612	-92333	87580	39505
91334	70169	50145	11424	28178
-89748	-12413	-90871	52611	-36593
-56262	27078	-72073	-45794	31545
-11464	25509	-11275	-89531	49482
-81587	72763	-98961	-67774	-44865
-53473	-84258	-96972	2581	-28275
4215	-76171	-38858	61399	-7490
68701	35888	41470	-95473	-27039
-61297	-24396	13099	67745	7877
73533	-58607	65458	-82715	-46026
-58699	39161	40295	-48250	-37550
-22537	27180	-90413	52795	80602
-34169	-48306	87967	74473	82468
65332	26456	-21054	-50955	-73123
12322	53743	-62316	-89675	95157
11363	25371	-72558	-32177	-9080
63938	-57511	53366	29869	94934
-55082	-95821	50495	-11505	34867
43367	44895	-22621	-44914	18089
59174	-33613	59628	33232	-8187
37713	-10211	16228	-7143	704
17032	-37596	60070	76737	73191
26312	-7399	46130	79696	-20065
73533	-54154	6078	-78011	-46689
-17228	93422	65225	58707	-64117
71048	-75852	-54444	50621	-77987
-46990	45744	-65437	-69379	-76461
-2728	85989	-39879	80027	-19416
20427	12395	68671	-37406	16582
33584	67140	-8187	36546	65955
-31744	94790	57465	75038	48050
82900	21270	-34568	-61415	-48358
-83704	-63029	4916	-27117	97951
44437	40791	27500	11533	-36570
60477	-15501	-28798	-19617	7842
-46393	-53401	36570	44603	23200
-91958	-40189	-57331	-75871	94207
89641	-39327	73288	-20892	36702
-77353	13995	85603	-86690	-74390
-86934	-1007	-36316	86410	22724
-4686	-55206	34407	-48720	3107
57315	155	70101	3653	-80331
17457	-53171	21162	-87633	8906
10276	-31227	4151	-28795	35440
93685	78121	-12202	-309	-75219
-97467	59259	62880	-27491	-23647
-1036	86749	-25280	66124	73574
92198	20205	-26994	-75724	66349
54129	-47313	-43266	84106	-12678
50882	21868	-91181	-33119	80053
61348	33690	-59153	-48247	-46185
-73351	97912	-12416	-14817	-81173
44905	-72898	59374	29389	88255
60885	98842	-76219	55709	43219
-73044	60812	-98047	-39927	85831
43250	-34725	79312	-84656	-35917
66641	-89597	44808	61161	97780
24885	8541	-97993	-60307	-34132
-43899	-38526	5645	-24613	70908
-40800	-12816	-11766	-92366	80128
91086	-91199	-74723	24980	-63227
17471	-17068	60259	83942	-45857
80753	-83980	88629	37681	97807
74370	-70313	54234	82539	-7075
-89662	-52666	-13224	-17138	-59979
27869	-25938	-21490	12608	-81244
-745	13754	-55963	-92602	56917
-40157	44683	11509	58775	-71310
80813	27933	19763	-71108	-60079
51390	48350	68925	93682	22199
-52919	50122	-57171	93547	73709
85337	54515	54842	59014	-25838
-43496	97173	94843	-17758	95359
25295	38756	-98184	-49724	-79371
53804	-27265	16524	-76409	-98175
-10569	96486	-57576	78722	60269
32978	-83417	-75727	72653	-41151
-20116	58897	23407	-26096	-39944
8684	11880	55075	-20921	-88227
40963	32211	-23252	-58667	36398
-98757	-61665	-50877	82447	-58085
64262	18161	17909	-47338	59593
46191	-72473	19724	-97178	12748
-12225	1290	60177	-14594	36072
52548	-42620	-75023	41259	85498
-17786	32627	-93660	-10009	-92262
-32217	-35553	11246	-50627	90979
25668	5793	-43724	24754	71056
-84227	65329	93064	-17519	-97854
1070	3371	-28444	-82490	15772
37687	44347	29328	-56556	-48694
-35828	74286	96606	28294	-28804
-18778	-8953	-20553	62992	-81911
16990	-19869	-99313	2890	-25951
39455	5179	-75147	28617	-97248
31967	-69054	-1109	74440	28809
-91087	90387	-55868	-96941	44089
67464	-97524	-75120	70517	32330
74723	76280	21338	-39888	12075
-81432	93318	-81408	-58970	32687
-28771	-15559	47897	-98035	34477
-84082	23750	85153	24548	89910
-27921	79378	15125	-24065	-34252
35408	-56493	-29967	62456	-17969
-31823	-98237	-63341	28095	-96589
-91485	45725	-67387	-5843	75799
-66006	-25296	-56939	-84126	-89285
-48057	65098	-26555	23725	-79395
7018	92076	41878	-99910	22606
-70169	95159	96355	78801	-58187
13609	18883	39077	-99299	68918
48306	27772	17594	-23471	-91361
-12613	49357	69000	-66519	-40420
5590	17144	78878	50791	61745
-11404	91044	24972	-57630	-35140
38035	80811	-34335	-10348	-17290
-92879	-96478	44396	-33778	27811
-76697	-77674	35775	7709	54727
42088	-39792	-34452	-37443	-47822
57382	960	-33051	11097	-94422
39548	81781	-82388	82198	85251
22295	-150	19804	36233	20762
-74079	53486	-32586	-62591	-23888
-55847	16386	74995	-92422	-39016
-93127	38343	13815	4164	-45844
-67573	44173	28241	-12627	-37210
79419	5879	-87621	-28749	-77816
-27864	36816	20349	99278	42617
15328	14377	83434	-72636	72226
46561	-21270	-99254	78852	-7059
-449	5161	38555	88921	-48244
-90099	69614	67306	-6175	-74799
-51985	98655	-32422	-55008	-77590
-43082	-65115	87229	27480	12117
22533	99697	33126	5974	-57769
-99341	45578	66830	6611	-11462
14618	-1565	-29472	46655	37410
-60311	89431	-94147	71140	86078
-50282	-21908	-77129	24428	-64090
32714	-68986	4943	19559	-95357
2167	25968	14776	-34635	6298
-77051	66427	3985	22761	-66683
-63005	67074	-73645	-36638	-67248
-24092	-81452	33072	-73064	32203
11570	2029	22921	-54032	-88691
-36571	-57310	15893	99764	27753
25203	40392	-37311	-38779	44188
-27632	-10924	-35937	48985	76808
-68386	-38917	-6977	-97608	-5105
-57877	-1037	48350	-87736	47278
-18005	-28305	-66232	-93876	21355
51400	39651	63504	-11411	-34831
-74553	44060	-84111	14965	-79002
27571	62779	-7479	-37184	81410
-8759	92018	-98448	54966	-15764
47754	95782	30302	-67703	21239
81528	97768	53165	-35218	31755
87679	83474	-36986	14179	-62477
94120	97493	-56963	-33964	87025
-36939	-92284	70364	-64301	36852
-64014	-25581	-50287	84174	-32199
40755	24379	23916	-52008	28908
75784	-30625	39190	-1299	-38174
-27144	96749	-26597	73134	50189
31829	-28718	-16243	66323	79073
59412	85783	-38294	-79806	99761
83628	40287	-60258	-3228	25163
33301	-91152	74443	-68661	17520
-26609	-51800	-50039	-18491	-23089
-85992	-84493	-46348	-45858	55694
-61840	-94221	-71844	-66024	-48687
79916	-469	-80592	24025	-11266
-15320	-13252	-96123	-26191	-67598
81338	-94685	61195	83736	-65379
-55400	89155	-57153	74326	24743
-7643	-58351	61336	-98043	-33547
-51213	-83894	-75526	59275	84491
-91031	-51530	-56989	23461	-60492
26139	-5306	-18810	60346	50046
6112	-74856	34923	47574	42127
85864	-23960	23966	-38919	-10311
52201	57740	59177	-58624	4557
18621	-63560	-17463	-39658	95189
-6742	84486	-88790	-15404	-30226
-55739	37003	-50983	-17023	93165
94676	96605	-98941	-81808	-15611
90533	17605	-15323	-14360	-40089
77167	82859	74214	-97248	-78945
-38930	72473	-18424	83381	-47929
95675	99982	13031	64977	-23181
-47155	41174	23949	-56052	-136
-84435	-92081	-54220	75630	-18037
-38493	69677	-34194	-10087	68657
-50920	-61810	-966	87082	-67253
948	-65740	7636	-6442	67422
-21098	44695	20311	29973	-11752
20616	-55566	44506	45893	-27505
-58233	-26090	85362	23845	34605
47205	-11739	82002	38280	93986
11657	-83818	-86190	73486	12822
62192	-34159	90764	66986	76793
-96494	-52121	-33316	17118	-71910
-47984	71320	-88734	60074	17600
-51365	99720	79742	92711	59511
-2278	35057	-14922	-98790	83451
72286	32327	16339	53102	-13659
1314	17230	33222	81815	32605
7618	-91858	30667	19793	-50798
85823	13936	-11894	-33333	54676
70810	39750	-25373	-25020	-16664
11967	-97956	-97191	61594	-16356
-44027	-43951	76991	-80404	13999
-4657	-14781	87064	-74805	90192
94487	54600	51556	24411	24692
-87444	4402	43096	-21525	-26850
-23520	-43212	19890	69790	84244
37967	-34856	-21270	-32573	-75613
-88943	76339	-45146	-41792	22198
59837	-97602	95735	56	66829
72951	53639	-70945	56761	-8859
43562	30290	86348	-89830	-13612
-10067	-42708	56083	-9631	-86125
11290	-68216	-33658	-86654	50087
86953	72663	41229	-48508	-51779
-33091	-67209	-22679	94803	-5613
35638	14307	49633	-95537	64726
21390	97038	-44445	12983	74652
-7138	-37960	-78335	57068	47329
-31246	90370	-72481	92386	-35062
30494	39563	-55812	-40725	64562
8715	-35930	69795	-5500	72414
-60367	28011	-77213	47849	94775
87545	-71131	-52460	24544	-88110
15511	85321	93441	70975	-62983
-23049	-42537	27334	-97031	57358
78886	-30132	20338	-87296	-77682
69793	8974	30608	-48401	-32571
61710	17746	-42293	-60834	-56622
-38639	-1265	27273	-87321	98794
-34837	72877	54729	72292	37027
69697	20503	58320	98020	-81842
-76936	13282	-80224	-67679	-42510
21141	89974	55447	-40733	21888
-44138	-91233	-39741	-44107	66703
-83708	-76460	-2713	93078	77142
93534	-31801	98941	48676	36206
89322	-471	-76883	-55686	-72216
-49083	-29353	-78593	-15475	-93987
-13296	-99000	-43843	-6677	74089
39913	77666	16630	-99216	13205
-58460	-15468	43463	3441	56208
26053	-51878	-95855	-87033	14729
35085	-50149	74750	-66417	28130
80693	-51330	11949	-95631	-57757
-29260	76549	25388	26702	-72651
-77857	-56403	-40939	68259	-92289
-83280	-35530	51063	44411	-15733
-67260	-75669	-28467	-41759	61332
-27418	-90669	-66096	50779	-88115
75390	33915	91694	15554	86847
-91984	93479	46352	18966	-23089
-81021	33189	-89795	-62170	59011
32534	-2921	-77123	15018	26503
-88961	88826	19622	70531	-75827
30144	73808	-62316	-743	58941
42885	-81711	-49694	-78308	54041
63512	-64254	-84151	-8281	18066
-56340	42025	83925	-79604	56143
-65128	-48886	-86978	-30209	-18483
58278	10992	-37931	36430	-59303
53055	-42986	-69143	-44410	-42651
18371	22305	91362	31953	-66665
29830	-38811	-42034	-13934	2753
5250	36103	-39396	-16965	-1945
20397	-40631	81359	80706	62086
27872	61290	47307	28754	38178
-1878	-12446	-36478	44633	-72175
17736	-18379	65633	-36541	-15518
-86987	-41115	49376	84502	46965
-21821	47672	60127	19576	99415
19526	-8297	67226	13773	74647
39749	51105	-75695	47616	-31704
-63984	79660	-15851	-90675	85339
-31516	4495	6135	-72693	68919
-87629	-2066	-46405	-76286	60771
-34684	38641	-24988	-70882	-19909
99966	57400	-33755	60951	-17279
-64762	84059	-70878	-41083	-83447
73901	-84203	70251	-39538	-15004
-32814	77246	-81057	-37355	17108
92809	18513	71733	-17273	-59010
-72677	26519	-441	55839	66470
89865	15662	-14608	80515	-37355
-62379	14807	-17741	98541	78360
10879	-88388	-65535	88627	-49800
74171	99717	74265	88684	-88692
29246	-8694	-32522	99200	-79765
-71836	17239	84694	78249	-60909
16347	-57316	49796	28738	31546
-56537	-68208	15252	98805	-18062
66276	61912	62890	-70447	55667
38134	57450	-9424	91538	2265
67554	-22608	64350	33334	71029
-98459	69057	-6819	-48355	91392
-28423	-60294	51765	-69344	40136
-24964	-44007	52513	33186	-72400
-41422	-19445	-67031	69617	27742
-92155	-94769	63320	27114	-57108
79708	26255	-28185	-30779	80712
72394	89867	14560	-95558	-16645
12299	33219	-8111	97693	68667
24482	35539	-93284	-60719	-31942
31383	-68586	-52222	13243	66837
63411	41104	-41161	96122	1272
-3873	25696	30285	-64908	8780
-93542	-45767	-82830	-40980	-51712
-85199	-45474	29366	66650	-98270
4365	77173	-31356	32578	71244
-24608	75224	-73873	59696	-34455
20133	49926	-79391	-86594	-63333
32833	66862	77123	90204	-78462
17569	65599	-91385	-91402	69621
70852	-94648	-27989	98570	47444
-53610	38888	91373	-80303	-74448
-84028	31155	-29026	-72739	75828
-20212	90164	27284	-27195	-98375
84726	-54163	36321	11399	90969
-36511	91429	-12872	53815	-82251
-8319	50354	5263	10739	22135
45693	-92990	-47200	-18550	1641
21665	16553	-31786	-12575	-88648
-37057	-65706	44646	11286	92615
98462	19059	38616	21947	-41623
25530	-83740	90787	-20783	-20359
-6587	72206	-3987	-97856	18137
-71248	2462	-39415	42515	-65260
23850	-23924	-41197	1150	-89669
-2512	-23871	89198	-7685	-8747
-27306	57921	13710	96605	41968
5613	89849	-46788	63494	6264
-25816	87456	-7947	69806	49786
82442	1904	79798	-69012	15317
51444	82840	11816	86046	41593
